100,200.000000,0.001681
200,400.000000,0.001796
500,1000.000000,0.002239
800,1601.000000,0.002473
1000,2002.000000,0.002659
1500,3004.000000,0.003098
1800,3586.000000,0.006181
2000,3806.000000,0.030492
2500,3796.000000,0.165141
3000,3610.000000,0.338339
3500,3722.000000,0.448052
4000,3761.000000,0.573323
4500,3767.000000,0.703671
